parent,parent_id,Item,item_id,child,"Less than $5,000","$5,000 to $9,999","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $29,999","$30,000 to $39,999","$40,000 to $49,999","$50,000 to $69,999","$70,000 and more"
Miscellaneous,miscellaneous,"Finance, late, interest charges for other loans",finance-late-interest-charges-for-other-loans,child,9.87,b/,1.66,1.39,22.36,38.65,29.92,28.77,34.76
Miscellaneous,miscellaneous,Occupational expenses,occupational-expenses,child,7.99,4.51,11.56,4.67,9.12,20.33,29.17,49.58,118.98
Miscellaneous,miscellaneous,Expenses for other properties,expenses-for-other-properties,child,7.98,7.53,10.05,7.19,15.51,15.08,31.05,45.48,59.86
Miscellaneous,miscellaneous,"Interest paid, home equity line of credit (other property)",interest-paid-home-equity-line-of-credit-(other-property),child,b/,b/,b/,b/,b/,b/,b/,b/,b/
Miscellaneous,miscellaneous,Credit card memberships,credit-card-memberships,child,1.32,0.58,1.28,1.54,1.46,1.66,1.98,3.14,5.4
Miscellaneous,miscellaneous,Shopping club membership fees,shopping-club-membership-fees,child,3.68,6.14,2.95,6.44,6.58,11.11,10.42,18.36,26.5
Miscellaneous,miscellaneous,Vacation clubs,vacation-clubs,child,b/,11.14,b/,1.27,3.71,1.31,4.15,7.77,39.89
,,,,,,,,,,,,,
Expenditures,expenditures,Cash contributions,cash-contributions,,443.62,373.15,488.59,799.99,"1,107.55","1,215.85","1,340.20","1,643.03","3,192.64"
,,,,,,,,,,,,,
Cash contributions,cash-contributions,Support for college students,support-for-college-students,child,28.43,11.63,22.07,32.71,34.91,30.95,47.86,54.08,244.95
Cash contributions,cash-contributions,Alimony expenditures,alimony-expenditures,child,b/,7.77,2.52,6.73,18.86,15.56,17.04,41.86,124.83
Cash contributions,cash-contributions,Child support expenditures,child-support-expenditures,child,97.72,24.51,47.04,63.73,115.49,161.39,160.47,197.81,370.18
Cash contributions,cash-contributions,"Gift to non-CU members of stocks, bonds, and mutual funds",gift-to-non-cu-members-of-stocks-bonds-and-mutual-funds,child,0.18,0.51,1.18,0.61,0.32,13.45,24.62,85.97,36.69
Cash contributions,cash-contributions,Cash contributions to charities and other organizations,cash-contributions-to-charities-and-other-organizations,child,31.58,44.98,50.48,66.68,109.7,133.47,120.88,143.25,440.81
Cash contributions,cash-contributions,"Cash contributions to church, religious organizations",cash-contributions-to-church-religious-organizations,child,215.08,188.7,219.49,342.66,403.5,535.36,536.98,718.46,"1,197.62"
Cash contributions,cash-contributions,Cash contribution to educational institutions,cash-contribution-to-educational-institutions,child,1.96,6.64,8.84,12.11,7.42,10.92,5.56,37.4,109.14
Cash contributions,cash-contributions,Cash contribution to political organizations,cash-contribution-to-political-organizations,child,1.22,1.01,1.27,4.04,2.36,3.15,2.71,6.27,31.26
Cash contributions,cash-contributions,Other cash gifts,other-cash-gifts,child,67.44,87.41,135.71,270.72,414.99,311.57,424.08,357.94,637.15
,,,,,,,,,,,,,
Expenditures,expenditures,Personal insurance and pensions,personal-insurance-and-pensions,,240.05,332.49,594.46,775.06,"1,380.48","2,366.03","3,283.57","4,742.92","12,758.48"
,,,,,,,,,,,,,
Personal insurance and pensions,personal-insurance-and-pensions,Life and other personal insurance,life-and-other-personal-insurance,,83.63,44.63,80.52,127.03,131.47,227.03,205.75,251.04,647.5
,,,,,,,,,,,,,
Life and other personal insurance,life-and-other-personal-insurance,"Life, endowment, annuity, other personal insurance",life-endowment-annuity-other-personal-insurance,child,82.83,39.83,73.09,119.08,124.62,219.15,193.8,237.49,607.02
Life and other personal insurance,life-and-other-personal-insurance,Other nonhealth insurance,other-nonhealth-insurance,child,0.8,4.8,7.43,7.94,6.85,7.89,11.95,13.55,40.49
,,,,,,,,,,,,,
Personal insurance and pensions,personal-insurance-and-pensions,Pensions and Social Security,pensions-and-social-security,,156.43,287.86,513.95,648.03,"1,249.01","2,138.99","3,077.82","4,491.88","12,110.98"
,,,,,,,,,,,,,
Pensions and Social Security,pensions-and-social-security,Deductions for government retirement,deductions-for-government-retirement,child,0.56,2.42,2.53,2.75,7.13,26.83,52.47,69.66,197.74
Pensions and Social Security,pensions-and-social-security,Deductions for railroad retirement,deductions-for-railroad-retirement,child,b/,b/,b/,b/,b/,b/,b/,0.33,10.93
Pensions and Social Security,pensions-and-social-security,Deductions for private pensions,deductions-for-private-pensions,child,0.93,2.07,2.48,3.68,20.39,92.3,157.4,285.29,"1,348.29"
Pensions and Social Security,pensions-and-social-security,Non-payroll deposit to retirement plans,non-payroll-deposit-to-retirement-plans,child,73.1,53.1,191.86,107.15,124.76,182.58,151.04,263.17,"1,316.33"
Pensions and Social Security,pensions-and-social-security,Deductions for Social Security,deductions-for-social-security,child,81.84,230.26,317.07,534.46,"1,096.73","1,837.28","2,716.92","3,873.43","9,237.69"
,,,,,,,,,,,,,
Expenditures,expenditures,Gifts of goods and services,gifts-of-goods-and-services-total,,563.84,297.69,391.04,412.3,417.06,765.25,670.85,942.9,"1,933.82"
,,,,,,,,,,,,,
"Gifts of goods and services, total",gifts-of-goods-and-services-total,Food,gift-food,child,12.82,21.08,14.21,40.76,30.66,59.14,50.01,58.58,138.72
"Gifts of goods and services, total",gifts-of-goods-and-services-total,Alcoholic beverages,gift-alcoholic-beverages,child,11.23,0.16,3.18,0.57,1.22,6.53,8.33,13.57,27.12
"Gifts of goods and services, total",gifts-of-goods-and-services-total,Housing,gift-housing,,137.02,65.82,108.88,116.56,120.36,152.04,157.01,205.59,371.85
,,,,,,,,,,,,,
Housing,gift-housing,Housekeeping supplies,gift-housekeeping-supplies,child,2.85,1.23,7.74,12.06,17.62,17.56,26.21,28.96,32.86
Housing,gift-housing,Household textiles,gift-household-textiles,child,0.69,b/,5.63,10.37,2.3,1.83,3.73,6.65,17.67
Housing,gift-housing,Appliances and miscellaneous housewares,gift-appliances-and-miscellaneous-housewares,,4.5,3.32,2.72,3.96,6.43,6.45,40.95,8.79,43.03
,,,,,,,,,,,,,
Appliances and miscellaneous housewares,gift-appliances-and-miscellaneous-housewares,Major appliances,gift-major-appliances,child,3.66,0.76,2.15,3.28,0.37,3.45,4.39,4.04,17.97
Appliances and miscellaneous housewares,gift-appliances-and-miscellaneous-housewares,Small appliances and miscellaneous housewares,gift-small-appliances-and-miscellaneous-housewares,child,0.85,2.56,0.57,0.68,6.06,3,36.56,4.75,25.06
,,,,,,,,,,,,,
Housing,gift-housing,Miscellaneous household equipment,gift-miscellaneous-household-equipment,child,16.94,3.45,18.34,21.08,14.96,25.07,33.99,38.41,74.27
Housing,gift-housing,Other housing,gift-other-housing,child,112.04,57.82,74.45,69.09,79.05,101.13,52.14,122.77,204.03
,,,,,,,,,,,,,
"Gifts of goods and services, total",gifts-of-goods-and-services-total,Apparel and services,gift-apparel-and-services,,185.02,74.56,77.15,126.5,87.43,136.13,206.54,196.76,310.47
,,,,,,,,,,,,,
Apparel and services,gift-apparel-and-services,"Males, 2 and over",gift-males-2-and-over,child,54.68,18.6,11.95,29.33,25.33,28.8,53.31,35.54,84.47
Apparel and services,gift-apparel-and-services,"Females, 2 and over",gift-females-2-and-over,child,51.68,13.54,28.33,29.24,33.63,60.94,62.97,86.01,98.31
Apparel and services,gift-apparel-and-services,Children under 2,gift-children-under-2,child,15.16,11.3,15.52,9.3,16.46,17.24,26.26,24.68,53.02
Apparel and services,gift-apparel-and-services,Other apparel products and services,gift-other-apparel-products-and-services,,63.5,31.12,21.34,58.62,12,29.15,64,50.52,74.68
,,,,,,,,,,,,,
Other apparel products and services,gift-other-apparel-products-and-services,Jewelry and watches,gift-jewelry-and-watches,child,1.44,1.03,2.85,41.67,2.28,3.97,8.26,10.59,30.38
Other apparel products and services,gift-other-apparel-products-and-services,All other apparel products and services,gift-all-other-apparel-products-and-services,child,62.07,30.09,18.49,16.95,9.73,25.18,55.73,39.93,44.3
,,,,,,,,,,,,,
"Gifts of goods and services, total",gifts-of-goods-and-services-total,Transportation,gift-transportation,child,37.89,88.01,16.1,27.76,84.88,123.71,57.98,90.67,179.37
"Gifts of goods and services, total",gifts-of-goods-and-services-total,Health care,gift-healthcare,child,3.84,1.34,99.59,24.45,6.39,6.18,4.9,103.14,31.41
"Gifts of goods and services, total",gifts-of-goods-and-services-total,Entertainment,gift-entertainment,,46.06,30.57,40.18,25.18,35.77,48.84,57.26,85.51,161.95
,,,,,,,,,,,,,
Entertainment,gift-entertainment,"Toys, games, arts and crafts, and tricycles*",gift-toys-games-arts-and-crafts-and-tricycles,child,19.04,4.11,24.42,14.75,17.79,4.66,26.79,29.46,44.41
Entertainment,gift-entertainment,Other entertainment,gift-other-entertainment,child,27.02,26.46,15.76,10.43,17.97,44.18,30.47,56.05,117.54
,,,,,,,,,,,,,
"Gifts of goods and services, total",gifts-of-goods-and-services-total,Personal care products and services,gift-personal-care-products-and-services,child,1.72,1.47,9.56,9.66,4.66,10.28,8.64,4.38,24.36
"Gifts of goods and services, total",gifts-of-goods-and-services-total,Reading,gift-reading,child,1.19,0.81,1.91,1.55,1.48,4.45,4.58,3.24,6.47
"Gifts of goods and services, total",gifts-of-goods-and-services-total,Education,gift-education,child,111.8,5.86,9.91,16.12,28.07,166.43,52.36,126.5,557.44
"Gifts of goods and services, total",gifts-of-goods-and-services-total,All other gifts,gift-all-other-gifts,child,15.25,8,10.35,23.2,16.15,51.53,63.25,54.96,124.65
